Company Name,Sector,Market Share (%),Stock Price ($),Revenue (M$),Profit Margin (%),VC Funding (M$),Mergers & Acquisitions,Growth Rate (%)
QuantumLeap,Cybersecurity,19.51,1185.33,17319.72,0.24,218.96,6,10.51
EcomNext,E-Commerce,17.73,467.46,5002.92,-3.97,356.41,10,12.29
CloudX,Artificial Intelligence,3.23,573.12,25881.49,-8.33,346.47,2,10.47
TechCorp,Cloud Computing,23.17,890.65,30721.66,-7.28,86.08,7,12.6
TechCorp,FinTech,39.07,378.1,38608.45,1.8,97.13,0,7.75
EcomNext,Cybersecurity,24.07,390.92,4654.36,17.0,344.4,7,2.81
EcomNext,Cloud Computing,17.37,300.07,30694.19,27.23,36.51,4,2.57
EcomNext,Cybersecurity,27.92,669.97,26087.32,-1.47,450.74,7,18.38
EcomNext,Artificial Intelligence,32.54,1260.39,7834.96,11.42,300.86,3,6.23
CloudX,Cloud Computing,16.03,1463.08,10199.32,22.58,396.16,1,10.56
EcomNext,FinTech,33.89,1350.8,1630.04,9.17,269.51,1,1.29
TechCorp,Cybersecurity,2.56,1439.47,4978.84,-7.27,107.6,7,1.42
AI Ventures,Cloud Computing,30.97,1472.55,28655.32,-6.38,65.07,7,11.51
QuantumLeap,E-Commerce,36.85,1271.29,6947.46,0.15,430.58,0,13.95
EcomNext,FinTech,4.03,1292.22,20765.75,2.37,449.24,9,10.45
EcomNext,E-Commerce,30.51,1352.56,45093.07,-6.0,288.2,3,4.0
InnoSoft,E-Commerce,6.23,1319.69,5092.87,-6.08,33.79,7,18.44
InnoSoft,Cloud Computing,33.24,362.89,28902.28,23.47,88.24,6,4.85
EcomNext,Cybersecurity,32.71,324.29,48178.71,24.81,260.41,10,3.59
AI Ventures,FinTech,22.41,1296.54,22970.12,29.46,491.92,6,13.76
CloudX,Cloud Computing,33.17,1406.73,32534.7,21.83,5.28,5,18.21
TechCorp,Artificial Intelligence,36.47,1450.47,27486.3,5.86,341.47,6,7.46
EcomNext,Cybersecurity,13.98,208.84,15253.9,28.65,321.03,9,5.99
InnoSoft,E-Commerce,25.79,382.76,22460.28,9.39,172.98,9,18.21
InnoSoft,Cloud Computing,20.6,1041.63,17786.94,1.87,420.69,5,8.06
QuantumLeap,FinTech,30.37,474.76,25574.24,9.58,460.03,4,16.41
EcomNext,Cybersecurity,2.1,275.88,22423.54,16.2,159.73,10,6.79
InnoSoft,E-Commerce,15.88,219.02,3133.1,9.11,359.71,1,14.94
QuantumLeap,Cybersecurity,3.75,321.87,13436.24,8.98,166.87,4,2.16
TechCorp,E-Commerce,12.56,651.06,37630.84,13.27,325.37,7,7.06
TechCorp,Cybersecurity,22.62,579.8,27220.25,-2.61,243.87,7,13.19
QuantumLeap,Cloud Computing,38.87,1205.37,10433.91,13.56,14.34,10,4.15
CloudX,FinTech,38.53,1203.1,7246.43,-1.16,24.61,0,16.59
TechCorp,Cloud Computing,9.27,386.6,41432.44,14.9,298.6,8,13.97
CloudX,Artificial Intelligence,12.94,384.27,6985.27,-4.19,227.34,1,1.04
InnoSoft,FinTech,9.01,412.64,31696.89,25.85,136.1,6,10.16
TechCorp,Artificial Intelligence,39.29,311.11,22691.99,-5.71,108.75,3,13.05
EcomNext,Cybersecurity,6.05,378.51,30154.07,-7.83,146.54,2,18.91
AI Ventures,FinTech,10.2,57.89,3117.76,9.52,148.7,4,6.49
EcomNext,FinTech,37.61,262.45,16461.69,8.26,9.85,10,7.23
InnoSoft,FinTech,25.93,1227.84,49887.89,1.21,494.57,6,5.84
CloudX,FinTech,39.78,142.13,25727.03,28.56,333.53,1,18.42
CloudX,FinTech,35.81,76.15,47038.6,-9.91,384.18,3,11.02
CloudX,Cybersecurity,18.14,127.52,14101.62,12.11,99.18,6,11.9
TechCorp,Cybersecurity,18.49,1374.11,24972.11,1.67,219.18,8,9.32
InnoSoft,Cybersecurity,23.28,108.44,47736.36,13.7,335.78,4,2.77
CloudX,E-Commerce,12.72,597.91,2860.87,15.39,266.21,3,17.83
CloudX,Cloud Computing,15.03,175.85,11534.8,26.83,223.46,0,17.1
TechCorp,Artificial Intelligence,31.24,90.06,11713.82,15.9,147.73,3,12.63
CloudX,E-Commerce,17.72,398.51,31969.03,10.93,41.22,9,15.42
InnoSoft,FinTech,21.17,1333.5,19206.02,1.04,17.12,1,12.49
AI Ventures,Cybersecurity,39.64,976.71,29807.07,-4.1,238.64,1,14.82
EcomNext,E-Commerce,14.7,399.39,9133.38,8.37,56.56,7,1.32
QuantumLeap,Artificial Intelligence,15.2,535.93,2467.25,2.07,17.68,4,19.51
InnoSoft,Cloud Computing,13.76,678.4,27544.37,21.51,120.82,4,5.57
AI Ventures,E-Commerce,35.4,938.99,37248.09,21.83,133.55,3,14.35
AI Ventures,Artificial Intelligence,10.82,226.01,9107.08,8.37,97.08,3,12.53
QuantumLeap,Cybersecurity,10.12,448.11,36955.06,27.85,153.69,2,12.14
CloudX,FinTech,39.66,1022.86,20303.86,-8.03,202.4,3,13.75
AI Ventures,Cybersecurity,29.19,1321.57,8255.93,16.24,27.82,3,13.68
QuantumLeap,Artificial Intelligence,6.45,1470.53,670.05,15.79,329.48,7,17.87
AI Ventures,FinTech,34.32,90.01,363.85,-9.98,113.69,10,3.64
AI Ventures,FinTech,26.94,305.53,9919.3,17.68,74.23,7,6.53
InnoSoft,Cloud Computing,25.9,1002.46,14809.91,13.24,39.47,0,19.46
TechCorp,E-Commerce,10.48,1447.85,40514.73,21.25,3.0,8,7.73
InnoSoft,Cybersecurity,17.54,899.17,42995.4,16.58,385.85,9,13.95
AI Ventures,Cybersecurity,37.87,547.85,26135.76,16.32,390.59,4,7.42
CloudX,FinTech,5.77,328.75,38692.23,-8.76,5.85,6,8.37
TechCorp,FinTech,28.19,907.84,12067.09,14.1,276.59,3,12.51
AI Ventures,Cybersecurity,15.32,626.55,19641.31,22.3,495.41,1,7.1
AI Ventures,Artificial Intelligence,20.01,735.85,5645.15,-3.42,94.52,7,6.27
CloudX,Artificial Intelligence,37.43,79.2,33179.16,-2.41,144.92,8,18.1
InnoSoft,Artificial Intelligence,4.3,754.74,28054.3,24.35,182.43,9,7.71
TechCorp,Cybersecurity,35.37,1309.27,38628.93,-1.0,122.5,5,1.13
CloudX,Artificial Intelligence,6.1,241.07,49575.6,-5.67,312.14,0,2.53
CloudX,Cybersecurity,38.46,562.3,19154.96,27.17,499.44,1,13.16
AI Ventures,Cloud Computing,17.05,194.71,9309.83,12.64,336.39,6,19.91
AI Ventures,Cloud Computing,6.3,566.05,48565.44,28.3,198.33,9,11.68
CloudX,Artificial Intelligence,14.69,85.3,15088.12,20.03,227.09,2,1.04
AI Ventures,E-Commerce,8.56,748.35,41795.91,12.64,147.82,8,16.14
EcomNext,Cloud Computing,27.25,747.54,37060.8,22.11,57.61,3,6.17
CloudX,Artificial Intelligence,24.21,690.81,22363.29,-0.34,221.05,0,15.36
AI Ventures,Cybersecurity,1.72,313.59,33535.36,-1.62,52.81,1,7.56
CloudX,Cloud Computing,4.36,644.25,20425.64,21.46,342.17,0,19.33
CloudX,Artificial Intelligence,38.25,1258.88,6489.68,10.53,136.3,1,19.57
AI Ventures,E-Commerce,10.07,1280.77,28846.46,8.51,348.9,4,13.0
QuantumLeap,E-Commerce,28.26,90.29,14502.22,3.95,163.75,0,6.64
TechCorp,FinTech,36.6,642.76,8588.65,-1.23,375.11,7,6.48
QuantumLeap,Cybersecurity,7.06,1340.87,41175.12,-5.18,229.77,1,12.59
QuantumLeap,FinTech,25.16,253.72,24220.65,16.08,432.58,4,2.06
TechCorp,FinTech,37.88,1338.04,13613.57,20.42,248.83,8,1.83
InnoSoft,Cloud Computing,29.78,1259.94,28652.68,-2.37,413.3,6,8.62
EcomNext,Cloud Computing,26.52,741.44,25063.57,23.5,249.91,1,8.43
EcomNext,Cybersecurity,3.3,853.96,47446.01,14.29,423.91,6,19.6
TechCorp,Cybersecurity,20.33,606.93,34321.85,29.4,37.77,1,1.75
AI Ventures,Cloud Computing,11.53,184.16,11266.84,19.12,444.4,4,17.93
EcomNext,Artificial Intelligence,18.69,644.1,8430.12,-8.56,428.9,0,1.54
AI Ventures,Cybersecurity,19.25,138.44,11443.4,29.52,288.24,4,9.93
InnoSoft,Artificial Intelligence,24.44,307.22,42876.85,-2.21,439.55,6,2.44
CloudX,Cybersecurity,16.81,986.9,15466.53,-5.69,206.59,3,18.34
AI Ventures,FinTech,15.48,654.7,3116.67,15.2,234.21,0,5.58
TechCorp,Artificial Intelligence,8.22,64.72,12202.23,18.61,412.03,5,7.35
InnoSoft,FinTech,22.0,1448.31,29650.63,-4.26,287.63,2,12.47
EcomNext,FinTech,1.67,511.95,10431.2,-7.77,57.74,8,17.77
TechCorp,Cybersecurity,22.61,1372.48,29450.88,20.11,295.67,1,15.72
AI Ventures,Cybersecurity,23.53,977.96,17181.64,4.66,325.3,7,10.45
QuantumLeap,Cloud Computing,36.55,784.96,37850.12,21.92,59.84,7,9.04
EcomNext,Artificial Intelligence,17.3,1201.83,10856.02,-0.16,82.63,4,18.51
CloudX,Artificial Intelligence,35.45,1387.68,43080.36,24.43,460.94,3,19.73
InnoSoft,Cloud Computing,21.66,608.66,14737.67,0.23,38.41,9,14.07
TechCorp,Cybersecurity,33.63,931.9,15624.09,-7.95,437.88,9,5.32
AI Ventures,Artificial Intelligence,6.27,636.33,46632.94,-7.64,131.55,8,6.34
AI Ventures,Cybersecurity,13.9,1196.92,40474.14,5.98,65.06,7,11.33
CloudX,FinTech,30.35,127.6,7399.96,22.72,327.57,0,6.79
AI Ventures,E-Commerce,12.01,389.01,45157.73,-9.83,449.58,8,1.0
InnoSoft,Cybersecurity,4.38,1392.91,32786.59,22.26,233.45,4,19.61
EcomNext,FinTech,31.79,276.28,10427.74,16.73,458.47,1,8.05
TechCorp,FinTech,36.07,383.44,38441.88,23.9,207.17,6,5.11
InnoSoft,FinTech,15.4,683.99,27979.59,6.47,303.46,6,18.43
InnoSoft,Artificial Intelligence,20.15,1047.96,7456.63,3.7,476.64,2,16.2
InnoSoft,Cloud Computing,7.73,1034.67,46823.38,28.84,425.46,7,1.75
EcomNext,Cybersecurity,21.05,174.17,12707.98,21.21,445.71,0,11.41
InnoSoft,E-Commerce,16.37,871.24,11833.62,4.45,50.25,9,2.53
QuantumLeap,Cloud Computing,27.48,983.56,5427.27,24.48,174.76,4,3.49
AI Ventures,Cybersecurity,33.94,541.13,11559.59,27.17,75.12,8,3.24
TechCorp,E-Commerce,8.07,194.36,39541.1,10.63,484.45,10,17.67
EcomNext,Cloud Computing,9.47,662.79,2798.83,8.72,424.01,2,3.86
CloudX,Cloud Computing,10.33,615.35,28199.31,8.45,397.01,8,13.42
AI Ventures,Cybersecurity,29.1,1494.54,32038.53,6.52,332.23,6,10.08
TechCorp,E-Commerce,19.15,1410.13,12693.49,15.96,350.51,3,4.25
CloudX,Cybersecurity,4.64,986.89,16340.72,-8.04,3.77,5,18.71
AI Ventures,E-Commerce,19.66,735.57,29307.07,11.8,182.2,10,2.91
EcomNext,Cloud Computing,13.99,471.78,40419.08,-8.62,75.06,7,8.28
AI Ventures,Cloud Computing,1.1,1445.92,6638.83,26.47,416.75,0,5.92
InnoSoft,E-Commerce,10.14,956.49,47727.14,22.7,319.53,6,14.13
AI Ventures,E-Commerce,14.17,1398.37,22297.98,17.19,397.84,9,8.99
CloudX,FinTech,24.16,789.52,4972.56,5.68,42.96,8,15.52
InnoSoft,Artificial Intelligence,27.99,1105.89,19742.52,15.88,355.25,1,19.4
EcomNext,Cybersecurity,34.33,462.87,28091.88,0.01,303.66,2,7.57
QuantumLeap,Cybersecurity,18.19,1305.04,40055.11,14.22,458.39,10,9.55
EcomNext,Cybersecurity,14.05,1246.47,20224.22,19.39,414.72,2,3.54
AI Ventures,Artificial Intelligence,26.8,712.82,22923.98,-2.03,339.55,8,11.13
InnoSoft,Cybersecurity,5.67,1242.51,40127.13,2.27,341.11,9,15.77
CloudX,FinTech,5.68,970.66,40933.1,3.43,48.93,5,14.71
CloudX,E-Commerce,36.32,541.78,17674.13,14.37,391.12,0,16.43
QuantumLeap,FinTech,30.43,1018.7,12335.42,17.89,39.36,5,10.41
CloudX,Artificial Intelligence,15.24,823.73,36744.46,11.86,294.02,9,14.59
AI Ventures,Cybersecurity,20.45,173.83,29040.22,19.72,172.49,0,10.42
TechCorp,FinTech,13.85,99.37,23206.76,11.79,221.31,0,1.12
InnoSoft,Cloud Computing,7.23,532.8,32450.96,-9.67,148.22,5,11.41
TechCorp,Cloud Computing,38.02,867.86,5859.22,17.5,472.14,2,12.91
EcomNext,FinTech,14.24,1096.51,1977.16,0.61,33.61,8,16.57
CloudX,Artificial Intelligence,16.16,705.2,15983.45,25.48,194.98,0,8.14
EcomNext,E-Commerce,31.89,808.32,44118.6,20.3,249.16,2,15.69
AI Ventures,Cybersecurity,7.79,156.38,34571.4,-0.13,361.4,10,8.57
AI Ventures,Cybersecurity,39.38,328.07,34081.5,27.78,328.38,9,18.17
EcomNext,Artificial Intelligence,26.33,1480.06,39191.86,20.62,269.19,2,13.07
TechCorp,E-Commerce,9.55,755.97,31237.48,14.51,410.02,1,14.29
QuantumLeap,Cloud Computing,26.93,547.58,30240.82,28.72,454.96,6,5.91
CloudX,E-Commerce,14.9,592.53,3780.7,17.17,332.65,5,12.3
TechCorp,E-Commerce,22.25,1105.08,35346.96,9.56,115.3,10,18.7
TechCorp,Artificial Intelligence,38.99,114.34,23829.17,6.84,132.04,1,17.46
AI Ventures,Cybersecurity,16.5,236.36,7125.97,-7.7,470.7,2,8.37
AI Ventures,Cloud Computing,14.55,751.6,8826.05,-0.13,58.67,1,10.76
QuantumLeap,E-Commerce,8.98,415.11,3936.03,28.48,379.14,4,5.33
EcomNext,E-Commerce,6.4,1324.28,46502.86,-8.14,92.08,10,12.91
TechCorp,Artificial Intelligence,26.61,540.77,1958.05,9.22,449.4,4,14.63
TechCorp,Cybersecurity,34.55,1485.24,34191.02,0.08,212.55,6,5.52
InnoSoft,Cloud Computing,18.36,468.41,45616.34,-5.47,300.06,7,13.08
InnoSoft,FinTech,17.28,73.02,47175.02,-4.78,375.1,0,14.47
EcomNext,E-Commerce,9.45,632.17,18924.08,-7.49,325.93,6,17.0
InnoSoft,E-Commerce,31.09,1323.99,4597.99,-6.27,33.99,7,16.33
TechCorp,Cloud Computing,4.24,526.08,2123.24,8.72,163.99,4,5.24
InnoSoft,E-Commerce,17.61,591.93,18613.39,5.24,51.3,3,13.56
InnoSoft,E-Commerce,32.4,1353.17,31801.03,23.58,260.52,5,7.25
EcomNext,FinTech,25.05,92.74,28478.56,18.04,494.2,0,6.44
AI Ventures,FinTech,1.07,992.83,30932.65,7.87,64.68,10,6.35
CloudX,E-Commerce,14.95,401.23,32074.95,11.62,26.78,4,9.04
CloudX,E-Commerce,9.72,1034.54,3648.13,4.21,378.79,5,10.87
EcomNext,Cybersecurity,15.46,540.51,15641.81,17.13,442.87,5,2.15
CloudX,Artificial Intelligence,30.16,251.6,35114.22,28.64,320.66,10,16.22
EcomNext,Cybersecurity,36.29,1244.88,20624.57,-9.46,289.15,3,6.44
EcomNext,FinTech,9.46,978.46,31361.12,2.41,396.69,2,13.41
InnoSoft,Artificial Intelligence,22.17,535.54,478.3,-2.61,338.82,1,15.01
AI Ventures,Cloud Computing,13.89,1013.32,21152.96,15.98,305.59,3,16.23
TechCorp,Artificial Intelligence,6.05,817.95,320.91,11.98,57.22,9,14.22
QuantumLeap,Cybersecurity,12.49,807.93,28839.0,6.74,274.06,8,14.08
CloudX,Artificial Intelligence,15.0,70.37,25099.51,28.75,98.47,1,2.63
AI Ventures,E-Commerce,24.58,1247.55,22296.36,-7.3,248.48,7,5.98
EcomNext,FinTech,26.57,489.38,8756.87,19.47,293.87,1,1.8
CloudX,Cloud Computing,39.63,570.15,22850.95,1.28,125.55,7,12.19
EcomNext,E-Commerce,37.05,1416.13,43661.92,23.55,330.94,4,11.12
TechCorp,Artificial Intelligence,10.36,514.29,28965.19,15.13,20.6,1,5.64
TechCorp,FinTech,2.81,853.59,42030.81,19.88,484.16,1,5.8
CloudX,Artificial Intelligence,4.87,127.49,41327.28,19.05,137.65,8,17.42
EcomNext,Cloud Computing,3.31,71.1,43901.89,-3.12,332.95,1,7.6
QuantumLeap,Cloud Computing,29.75,355.31,38093.2,26.09,399.17,9,14.55
CloudX,E-Commerce,32.32,559.06,34474.76,7.76,14.44,10,15.32
TechCorp,Artificial Intelligence,11.72,657.94,13939.29,1.24,334.89,10,19.25
CloudX,Cybersecurity,2.95,174.07,35402.55,5.37,105.45,8,6.3
InnoSoft,FinTech,39.58,307.48,28759.41,10.58,420.01,10,6.27
CloudX,E-Commerce,32.06,891.67,23364.92,5.62,133.46,8,2.02
EcomNext,E-Commerce,17.24,188.64,32289.19,-6.84,145.47,7,15.9
EcomNext,Cloud Computing,31.01,1456.31,16019.69,23.99,14.91,6,14.21
TechCorp,Cybersecurity,6.45,1073.06,15386.51,-8.35,187.6,1,1.19
TechCorp,FinTech,15.12,1261.05,8323.99,26.0,426.88,6,15.22
EcomNext,Cybersecurity,8.4,1287.67,48957.2,23.27,273.62,9,16.1
EcomNext,Artificial Intelligence,34.71,501.67,38394.85,-8.11,210.08,2,2.82
TechCorp,FinTech,4.29,439.32,5577.43,2.48,101.26,5,16.9
CloudX,Cybersecurity,7.56,933.14,15165.15,27.7,209.39,9,8.97
AI Ventures,Cybersecurity,5.24,1373.03,29046.23,11.66,415.52,9,13.12
InnoSoft,E-Commerce,14.12,420.59,2846.02,22.12,400.62,9,10.94
TechCorp,Cloud Computing,25.88,882.38,15519.36,29.05,19.12,1,10.57
EcomNext,E-Commerce,19.75,844.96,33438.68,22.24,230.37,1,8.82
InnoSoft,Cloud Computing,15.03,1027.46,40770.57,3.47,199.55,6,12.68
CloudX,Cloud Computing,35.37,1135.06,22976.76,27.12,427.42,4,18.09
InnoSoft,Artificial Intelligence,10.03,727.99,4105.3,-7.08,364.41,7,11.6
InnoSoft,Cybersecurity,19.11,172.28,23227.91,-9.52,112.61,3,9.8
QuantumLeap,E-Commerce,9.85,135.78,2841.58,16.07,163.04,3,5.31
EcomNext,FinTech,5.43,538.48,18240.17,8.86,469.52,4,10.53
AI Ventures,Cloud Computing,30.81,464.07,43932.12,1.08,161.97,1,16.38
TechCorp,FinTech,13.96,834.38,42727.18,9.07,91.9,2,19.18
AI Ventures,Cybersecurity,8.97,501.01,30218.15,1.49,71.19,10,14.81
CloudX,Cloud Computing,19.02,1435.45,8254.01,-0.95,295.06,8,14.02
InnoSoft,Cloud Computing,8.5,1300.7,29203.24,-1.45,213.57,4,9.02
EcomNext,Cloud Computing,6.37,758.0,35825.8,20.41,202.22,5,15.06
EcomNext,E-Commerce,23.77,70.82,18855.94,23.27,165.61,4,1.49
QuantumLeap,FinTech,23.99,1137.31,36556.9,20.43,51.43,1,14.57
EcomNext,E-Commerce,6.58,1198.54,10283.16,7.31,2.61,5,18.64
CloudX,E-Commerce,16.27,1107.39,38719.25,24.76,302.27,1,10.09
TechCorp,Cloud Computing,17.62,334.35,17517.48,-5.79,191.05,9,7.57
QuantumLeap,FinTech,6.47,1429.93,16368.19,22.28,123.2,1,13.27
TechCorp,Cloud Computing,18.76,899.27,21961.47,21.29,310.57,9,9.72
InnoSoft,Artificial Intelligence,39.76,430.58,11820.09,0.93,213.07,0,4.06
QuantumLeap,E-Commerce,1.8,53.5,20639.94,23.6,320.97,2,18.42
QuantumLeap,Artificial Intelligence,29.54,779.13,8649.55,-9.66,498.83,9,5.44
TechCorp,FinTech,36.41,1273.83,32515.92,3.46,456.78,2,15.62
InnoSoft,E-Commerce,28.15,585.49,24228.74,-0.67,435.13,6,16.83
QuantumLeap,Artificial Intelligence,38.15,649.12,9480.53,22.28,56.47,9,7.48
QuantumLeap,Cloud Computing,36.13,59.78,28175.14,7.03,183.33,6,1.66
CloudX,E-Commerce,24.22,1180.12,28419.25,13.76,102.37,6,9.9
EcomNext,Artificial Intelligence,39.03,1172.96,2104.93,-1.69,7.44,5,2.99
AI Ventures,E-Commerce,8.1,1136.01,19510.4,-8.84,207.04,9,17.97
QuantumLeap,Cybersecurity,25.34,905.91,1035.04,25.96,438.15,2,14.32
EcomNext,Cloud Computing,24.06,282.75,7127.62,-7.33,141.85,8,15.71
AI Ventures,FinTech,21.42,617.97,29835.12,-3.57,175.49,0,6.48
TechCorp,FinTech,31.07,701.35,41790.92,-3.42,274.1,7,19.79
TechCorp,Cybersecurity,36.39,213.3,37510.04,6.47,147.21,7,3.93
AI Ventures,Cloud Computing,21.72,804.84,5704.17,-9.49,47.86,8,1.76
CloudX,E-Commerce,12.09,1095.17,32812.18,16.39,196.54,3,16.49
CloudX,Artificial Intelligence,27.26,721.88,20055.26,0.3,379.43,0,16.3
EcomNext,Cybersecurity,32.94,207.79,27622.87,27.97,254.27,1,6.89
TechCorp,Cybersecurity,8.56,958.03,6103.44,29.8,64.91,5,5.09
AI Ventures,E-Commerce,17.3,344.87,32486.72,28.09,137.25,2,17.82
QuantumLeap,FinTech,26.18,752.56,40574.73,13.85,236.57,3,16.02
TechCorp,FinTech,9.74,798.52,25292.5,3.38,189.24,0,1.08
InnoSoft,Artificial Intelligence,20.61,66.42,18930.17,22.41,51.03,2,13.32
CloudX,E-Commerce,16.67,431.54,5218.36,12.34,14.55,1,1.34
CloudX,Artificial Intelligence,39.54,151.58,8271.87,-4.81,212.1,3,5.96
TechCorp,Cloud Computing,23.49,1189.44,11350.49,6.8,159.42,10,18.4
AI Ventures,Cybersecurity,28.92,162.56,20960.79,17.9,312.06,6,8.87
EcomNext,E-Commerce,26.16,1013.85,49168.55,12.57,7.21,0,6.02
QuantumLeap,FinTech,16.29,823.34,15741.86,11.74,307.56,5,19.56
AI Ventures,E-Commerce,21.33,1275.29,48819.76,24.76,296.64,4,18.67
InnoSoft,Cloud Computing,33.09,679.32,25795.15,11.72,201.96,7,4.17
QuantumLeap,Cloud Computing,33.68,1126.65,13855.92,1.27,58.53,1,13.98
QuantumLeap,Artificial Intelligence,17.33,358.56,18391.94,-7.69,75.63,9,9.0
InnoSoft,E-Commerce,32.73,516.69,7338.8,22.6,173.1,7,1.96
InnoSoft,FinTech,39.66,1015.45,46835.13,-1.48,224.47,7,8.24
EcomNext,FinTech,14.11,273.96,6250.54,28.01,98.64,8,3.11
CloudX,Artificial Intelligence,24.8,260.17,11893.96,29.52,390.02,1,4.76
AI Ventures,Cybersecurity,8.53,1093.99,10270.02,27.08,222.78,3,17.69
EcomNext,Cloud Computing,20.41,570.65,20498.22,29.87,215.45,10,7.67
TechCorp,E-Commerce,34.66,427.93,45855.53,28.01,132.01,2,10.2
TechCorp,E-Commerce,23.55,1443.63,23283.54,2.94,14.59,3,15.51
QuantumLeap,Cloud Computing,35.28,532.78,47155.58,23.3,395.88,1,16.24
AI Ventures,Cybersecurity,18.97,1161.33,26062.4,20.64,224.03,3,1.05
EcomNext,E-Commerce,11.93,1225.46,31592.01,-8.11,132.64,4,13.66
CloudX,FinTech,17.89,181.24,16870.78,29.54,231.84,7,4.06
QuantumLeap,Cybersecurity,4.68,986.43,23998.97,27.62,289.16,10,19.43
TechCorp,Cloud Computing,38.41,1390.82,39986.33,25.63,188.93,5,1.55
QuantumLeap,Artificial Intelligence,23.64,996.16,26879.94,10.47,2.64,1,11.5
InnoSoft,Cloud Computing,4.97,184.59,43402.83,2.04,361.33,3,14.95
QuantumLeap,Cybersecurity,9.15,128.05,41370.2,11.3,369.31,2,18.6
EcomNext,Cybersecurity,24.02,1009.4,20247.44,11.59,86.32,0,6.06
TechCorp,E-Commerce,22.36,955.01,47051.57,11.81,428.05,1,19.99
AI Ventures,E-Commerce,5.19,365.68,7301.9,13.41,469.58,4,16.07
QuantumLeap,Cybersecurity,14.53,234.06,43374.34,19.51,21.61,7,7.96
CloudX,Artificial Intelligence,4.07,395.83,45091.82,25.01,455.97,7,8.0
TechCorp,Cybersecurity,36.63,319.24,4208.34,17.35,131.26,10,2.59
CloudX,Cybersecurity,13.68,782.95,34721.61,27.71,150.71,10,8.41
InnoSoft,FinTech,30.07,686.96,21832.89,23.06,445.35,8,17.83
AI Ventures,Cloud Computing,17.38,922.27,17183.45,15.24,443.17,0,4.54
EcomNext,Cybersecurity,1.73,508.15,9773.78,-0.65,296.8,0,9.61
AI Ventures,E-Commerce,32.77,714.26,45830.34,19.75,137.65,0,14.04
EcomNext,FinTech,21.18,88.87,3968.06,1.27,461.53,9,1.58
CloudX,E-Commerce,11.57,728.89,23390.39,25.16,353.82,2,4.85
QuantumLeap,Cloud Computing,21.65,1442.57,49855.65,-6.02,58.52,7,6.59
InnoSoft,FinTech,35.47,697.37,26964.93,26.49,190.76,4,19.2
InnoSoft,Cybersecurity,25.31,458.63,11426.22,16.07,194.91,7,7.76
CloudX,E-Commerce,2.95,1476.08,14348.3,10.86,60.67,7,10.89
CloudX,Cybersecurity,11.32,772.4,38284.35,24.08,451.66,3,4.66
CloudX,E-Commerce,36.85,92.35,32768.57,10.09,263.5,7,6.24
InnoSoft,Cloud Computing,18.96,1323.41,22231.46,20.83,129.14,6,18.69
QuantumLeap,Cloud Computing,8.73,799.05,28705.9,11.7,43.51,9,8.6
CloudX,Cloud Computing,6.39,495.03,21337.94,28.18,270.46,7,11.29
CloudX,Cybersecurity,15.56,297.45,36704.56,-1.29,75.05,4,12.42
QuantumLeap,E-Commerce,30.46,1402.99,32595.45,-6.99,458.43,2,6.33
QuantumLeap,Cloud Computing,10.96,1009.86,29467.78,1.8,218.96,6,6.06
AI Ventures,Cybersecurity,21.91,1053.02,48562.37,16.45,115.38,4,15.5
EcomNext,Cloud Computing,13.03,210.89,12066.75,-6.09,372.44,8,9.59
AI Ventures,Cybersecurity,27.99,415.84,27855.07,4.74,325.36,5,10.21
CloudX,E-Commerce,14.65,1179.87,45051.21,-9.9,38.35,10,17.13
QuantumLeap,E-Commerce,4.02,1312.35,35888.1,18.22,305.9,8,1.59
QuantumLeap,Cybersecurity,27.39,618.81,48989.22,-4.18,5.24,3,10.55
CloudX,Cloud Computing,25.58,350.4,40323.99,29.3,48.88,1,19.42
EcomNext,Cloud Computing,15.0,771.23,12032.51,13.47,355.02,1,17.36
TechCorp,Cloud Computing,21.06,117.16,39868.48,-7.96,245.52,3,15.85
TechCorp,FinTech,30.15,1442.18,35883.45,18.48,156.8,2,16.62
QuantumLeap,E-Commerce,39.84,381.05,28929.65,-5.11,416.04,5,17.7
EcomNext,Cloud Computing,23.32,639.89,46750.12,-7.61,248.94,3,11.49
AI Ventures,E-Commerce,15.4,618.03,33345.46,-0.87,497.85,3,6.85
CloudX,Cybersecurity,9.88,941.45,28561.15,6.81,383.6,0,4.12
AI Ventures,E-Commerce,30.68,1421.72,15432.77,-0.3,358.27,7,10.89
AI Ventures,FinTech,38.54,747.2,11187.19,-5.74,332.17,0,3.6
EcomNext,Cybersecurity,2.79,556.72,43207.49,-6.45,15.58,4,13.01
InnoSoft,Cloud Computing,6.14,1024.08,26621.58,14.45,444.67,0,18.02
TechCorp,Cloud Computing,37.75,808.5,25338.88,25.19,447.85,2,4.37
InnoSoft,FinTech,26.3,1144.14,32370.54,5.52,245.19,2,4.75
CloudX,Artificial Intelligence,5.55,974.14,35211.61,15.79,353.83,9,16.65
AI Ventures,Artificial Intelligence,12.78,685.16,30855.22,-4.45,399.38,6,15.34
InnoSoft,E-Commerce,19.94,1005.62,48842.07,-0.66,129.65,6,19.41
CloudX,Artificial Intelligence,29.37,829.61,48163.0,10.57,390.41,5,13.19
TechCorp,Cybersecurity,26.83,1188.41,8782.2,-8.52,463.15,8,5.05
CloudX,FinTech,27.85,344.02,10500.79,22.71,28.36,9,6.2
